"Rsid"	"E003"	"E004"	"E005"	"E006"	"E007"	"E008"	"E011"	"E012"	"E013"	"E014"	"E015"	"E016"	"E017"	"E019"	"E020"	"E021"	"E022"	"E026"	"E029"	"E032"	"E034"	"E037"	"E038"	"E039"	"E040"	"E041"	"E042"	"E043"	"E044"	"E045"	"E046"	"E047"	"E048"	"E049"	"E050"	"E055"	"E056"	"E058"	"E059"	"E061"	"E062"	"E063"	"E065"	"E066"	"E067"	"E068"	"E069"	"E071"	"E072"	"E073"	"E074"	"E075"	"E076"	"E078"	"E079"	"E080"	"E084"	"E085"	"E087"	"E089"	"E090"	"E091"	"E092"	"E093"	"E094"	"E095"	"E096"	"E097"	"E098"	"E099"	"E100"	"E101"	"E102"	"E103"	"E104"	"E105"	"E106"	"E108"	"E109"	"E111"	"E112"	"E113"	"E114"	"E115"	"E116"	"E117"	"E118"	"E119"	"E120"	"E121"	"E122"	"E123"	"E124"	"E125"	"E126"	"E127"	"E128"	"E129"
"rs145532725"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"
"rs145583144"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"
"rs145595533"	"12_ZNF/Rpts"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"13_Het"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"18_Quies"	"13_Het"	"12_ZNF/Rpts"	"18_Quies"	"12_ZNF/Rpts"	"18_Quies"	"12_ZNF/Rpts"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"12_ZNF/Rpts"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"12_ZNF/Rpts"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"18_Quies"	"18_Quies"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"12_ZNF/Rpts"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"
"rs1456204"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"
"rs145628269"	"5_Tx"	"18_Quies"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"9_EnhA1"	"7_EnhG1"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"7_EnhG1"	"5_Tx"	"6_TxWk"	"7_EnhG1"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"3_TssFlnkU"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"
"rs145641960"	"5_Tx"	"18_Quies"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"7_EnhG1"	"6_TxWk"	"7_EnhG1"	"6_TxWk"	"7_EnhG1"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"7_EnhG1"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"7_EnhG1"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"7_EnhG1"	"6_TxWk"	"7_EnhG1"	"7_EnhG1"	"5_Tx"	"7_EnhG1"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"7_EnhG1"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"
"rs145664673"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"	"18_Quies"	"18_Quies"
"rs145724263"	"6_TxWk"	"18_Quies"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"5_Tx"	"6_TxWk"	"5_Tx"	"5_Tx"	"7_EnhG1"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"	"5_Tx"	"6_TxWk"
"rs145743608"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"
"rs1458038"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"6_TxWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"9_EnhA1"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"16_ReprPC"	"17_ReprPCWk"	"16_ReprPC"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"11_EnhWk"	"12_ZNF/Rpts"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"18_Quies"	"6_TxWk"	"18_Quies"
"rs1460344"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"
"rs1460345"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"13_Het"	"13_Het"
"rs146329832"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"
"rs146438129"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"11_EnhWk"	"17_ReprPCWk"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"18_Quies"	"11_EnhWk"	"11_EnhWk"	"18_Quies"	"11_EnhWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"16_ReprPC"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"6_TxWk"	"11_EnhWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"
"rs146592317"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"17_ReprPCWk"	"17_ReprPCWk"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"18_Quies"	"17_ReprPCWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"6_TxWk"	"18_Quies"	"18_Quies"	"6_TxWk"	"5_Tx"	"6_TxWk"	"6_TxWk"	"6_TxWk"
